cnpj,abreviado,nome,classificacao
00857492000217,SOGAMAX,SOGAMAX DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA,CIF
66471517000843,DPC ES,DPC DISTRIBUIDOR ATACADISTA S/A,CIF
23955016000153,MV,MV COMERCIAL FARMACEUTICA LTDA,CIF
07430231000184,CMW,CMW SAÚDE & TECNOLOGIA IMPORTAÇÃO E EXPORTAÇÃO LTDA,CIF
07122223000251,FARMIX BA,FARMIX DISTRIBUIDORA DE MEDICAMENTOS,CIF
20918597000165,ATC,ATC  ATACADO E COSMETICO EIRELLI,CIF
07586045000210,RB-CODE,RB CODE-COMERCIO E SERVICOS DE PRODUTOS E SOLUCOES EM TI LTDA,NAO_CONSIDERAR
06057223046163,SENDAS PI 3,SENDAS DISTRIBUIDORA S A,CIF
06057223043733,SENDAS CE 3,SENDAS DISTRUIBUIDORA S/A,CIF
82873068000654,GAM DIST ES,GENESIO A MENDES & CIA LTDA,CIF
32873543000100,DINAMICA GO,DINAMICA GOIAS ATACADO DISTRIBUIDORA LTDA,CIF
11869763000190,DINAMICA DF,DINAMICA  ATACADO E DIST DE COSMETICOS E LOGISTICA LTDA,CIF
10829506000161,ROGE SP,ROGE INTERG COM E DIST DE ALIMENTOS LTDA,FOB
06057223045353,SENDAS PR 6,SENDAS DISTRIBUIDORA S A,CIF
17256512002917,ARAUJO,DROGARIA ARAUJO S A,CIF
06057223044462,SENDAS MT 5,SENDAS DISTRIBUIDORA S A,CIF
34479153000185,JUSSARA,JUSSARA SOUTO DE AZEVEDO,CIF
02110967000151,DROGAMED,DROGARIA E PERFUMARIA SADIVA LTDA,CIF
24583557000322,SHOPPER COME,SHOPPER COMERCIO ALIMENTICIO LTDA,CIF
03007331001032,EBAZAR MG,EBAZAR.COM.BR. LTDA,CIF
04737552004397,MART MINAS,MART MINAS DISTRIBUICAO LTDA,CIF
06057223047488,SENDAS CURIT,SENDAS DISTRIBUIDORA S A,CIF
00776574172526,LOJAS AME SJ,AMERICANAS S.A,CIF
00776574172283,LOJAS AM CE1,AMERICANAS S.A.,CIF
00776574172607,LOJAS AM RS1,AMERICANAS S.A.,CIF
00776574171554,LOJAS AM RJ1,AMERICANAS S.A.,CIF
00776574083698,LOJAS AM RJ2,AMERICANAS S.A.,CIF
00776574172011,LOJAS AME ES,AMERICANAS S.A.,CIF
00776574107031,LOJAS AM PE1,AMERICANAS S.A.,CIF
00776574146010,LOJAS AM SP1,AMERICANAS S.A.,CIF
00776574175703,LOJAS AME DF,AMERICANAS S.A.,CIF
00776574081300,LOJAS AM RJ3,AMERICANAS S.A.,CIF
00776574172100,LOJAS AM BA1,AMERICANAS S.A.,CIF
00776574152177,LOJAS AM MG1,AMERICANAS S.A.,CIF
00776574171988,LOJAS AM MG2,AMERICANAS S.A.,CIF
00776574172364,LOJAS AM PA1,AMERICANAS S.A.,CIF
00776574172445,LOJAS AM PA2,AMERICANAS S.A.,CIF
00776574171805,LOJAS AM SP3,AMERICANAS S.A.,CIF
00776574171716,LOJAS AM SP4,AMERICANAS S.A.,CIF
06057223047640,SENDAS MG 2,SENDAS DISTRIBUIDORA S A,CIF
40002510000112,RASGA PRECO,COMERCIAL FERNANDES VIEIRA LTDA,CIF
60665981000118,União Qui SP,União Quimica Farmaceutica Nacional SA,NAO_CONSIDERAR
02543945001319,ULTRAFARMA,ULTRAFARMA SAUDE LTDA,CIF
59610485000188,BISPHARMA  E,BISPHARMA  EMBALAGENS  LTDA.,NAO_CONSIDERAR
01375753000144,RODOBORGE SP,RODOBORGES EXPRESS E LOGISTICA INTEGRADA LTDA,NAO_CONSIDERAR
01125797002402,ATIVA -SP3,ATIVA DISTRIBUICAO E LOGISTICA LTDA,NAO_CONSIDERAR
01125797000701,ATIVA - SP2,ATIVA DISTRIBUICAO E LOGISTICA LTDA,NAO_CONSIDERAR
92665611026133,DIMED ES,DIMED S/A - DISTRIBUIDORA DE MEDICAMENTOS,CIF
02177560000141,IBA INSTITU,IBA - INSTITUTO BENEFICENTE ACONCHEGO,NAO_CONSIDERAR
08698543000640,NATUS FARMA,NATUS FARMA COMERCIO DE MEDICAMENTOS LTDA,CIF
07224991001964,NAZARIA MA 4,NAZARIA DISTR DE PRODS FARMACEUTICOS LTDA,CIF
06057223044705,SENDAS RO 2,SENDAS DISTRIBUIDORA S A,CIF
01125797000116,ATIVA - SP1,ATIVA DISTRIBUICAO E LOGISTICA LTDA,NAO_CONSIDERAR
31590792000125,EPNB Empresa,EPNB EMPRESA DE PRODUTOS NUTRACEUTICOS DO BRASIL LTDA,NAO_CONSIDERAR
06057223043903,SENDAS MG 3,SENDAS DISTRIBUIDORA S A,CIF
06057223045272,SENDAS BA 1,SENDAS DISTRIBUIDORA S A,CIF
06057223046910,SENDAS BA 2,SENDAS DISTRIBUIDORA S A,CIF
06057223045191,SENDAS BA 3,SENDAS DISTRIBUIDORA S A,CIF
79430682025540,NISSEI PR 1,FARMACIA E DROGRARIA NISSEI S.A - FL 973,CIF
16778270000168,BALOODESIGN,"BALOODESIGN PUBLICIDADE, DESIGN E MARKETING LTDA",NAO_CONSIDERAR
06057223047216,SENDAS MG 4,SENDAS DISTRIBUIDORA S A,CIF
17917577000165,RECIFE FARMA,RECIFE FARMA LTDA,CIF
06057223052724,SENDAS BA1,SENDAS DISTRIBUIDORA S A,CIF
07648380000114,CUFA - MG,CENTRAL ÚNICA DAS FAVELAS DE MINAS GERAIS,NAO_CONSIDERAR
40709383000196,CUFA - SP,HELIÓPOLIS FORTE,NAO_CONSIDERAR
01206820002493,PANPHARMA AL,PANPHARMA DIST. DE MEDICAMENTOS LTDA,FOB
21659253000222,QUALIDOC,QUALIDOC FARMACIA DIGITAL LTDA,CIF
07224991002189,NAZARIA PI 3,NAZARIA DIST DE PROD FARMACEUTICOS LTDA,CIF
18233211003406,FLBR - GRU,"FL BRASIL HOLDING, LOGISTICA E TRANSPORTE LTDA",NAO_CONSIDERAR
07213420001096,MANTIQUEIRA,MANTIQUEIRA DISTRIBUIDORA DE PRODUTOS DE HIGIENE LTDA,CIF
05999089000165,DISLAB RJ,DISLAB COMERCIAL FARMACEUTICA LTDA,CIF
33971496000108,MASTER VERDE,GOOXXY BRASIL S.A.,CIF
05607657000801,SCANSOURCESC,SCANSOURCE BRASIL DISTRIBUIDORA DE TECNOLOGIAS LTDA.,NAO_CONSIDERAR
06057223046759,SENDAS SP 2,SENDAS DISTRIBUIDORA S A,CIF
18233211007576,FEMSA-EXP2,"FL BRASIL HOLDING, LOGISTICA E TRANSPORTE LTDA.",NAO_CONSIDERAR
06057223053100,SENDAS CE 4,SENDAS DISTRIBUIDORA S A,CIF
06057223053020,SENDAS CE 5,SENDAS DISTRIBUIDORA S A,CIF
06057223052996,SENDAS CE 6,SENDAS DISTRIBUIDORA S A,CIF
06057223053372,SENDAS DF 4,SENDAS DISTRIBUIDORA S A,CIF
06057223054344,SENDAS GO 12,SENDAS DISTRIBUIDORA S A,CIF
45453214003924,PROFARMA SP2,PROFARMA DISTR DE PROD FARMACÊUTICOS S/A,CIF
44463156002802,SERVIMED PR,SERVIMED COMERCIAL LTDA,CIF
95591723012982,TNT-RNNAT,TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS LTDA,NAO_CONSIDERAR
32279934000109,ANDRADE FIG,ANDRADE FIGUEREDO MEDICAMENTOS LTDA,CIF
84583129001212,RD FARMA,REDE DE LOGISTICA FARMACEUTICA DINAMICA LTDA,CIF
20739844000166,MODENA,MODENA & SILVA LTDA,CIF
95591723018409,FEDEX- TNT,TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS LTDA,NAO_CONSIDERAR
95591723016201,TNT - PAANA,TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS LTDA,NAO_CONSIDERAR
95591723012478,TNT-ALMCZ,TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS LTDA,NAO_CONSIDERAR
95591723011900,TNT-BASSA,TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS LTDA,NAO_CONSIDERAR
95591723013288,TNT-MASLZ,TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS LTDA,NAO_CONSIDERAR
95591723013369,TNT-PITHE,TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS LTDA,NAO_CONSIDERAR
06057223049006,SENDAS MG 5,SENDAS DISTRIBUIDORA S A,CIF
13311080000148,VALE DAS ACA,DISTRIBUIDORA VALE DAS ACÁCIAS LTDA,CIF
79022877000133,JOHNMAR,JOHNMAR COMERCIO E REPRESENTACOES LTDA,CIF
06057223054000,SENDAS DF 5,SENDAS DISTRIBUIDORA S A,CIF
06057223052643,SENDAS DF 6,SENDAS DISTRIBUIDORA S A,CIF
06057223053968,SENDAS TO,SENDAS DISTRIBUIDORA S A,CIF
66471517002382,DPC SC,DPC DISTRIBUIDOR ATACADISTA S/A,CIF
01520248000499,DISMELO RR,MARQUES & MELO LTDA,CIF
12471040000109,CRISTIAN VIE,CRISTIAN VIEIRA NUNES,NAO_CONSIDERAR
02831172000132,KOCH,KOCH HIPERMERCADO S/A,CIF
06057223055588,SENDAS RJ 2,SENDAS DISTRIBUIDORA S A,CIF
08030363000696,NORDESTAO,SUPERMERCADO NORDESTAO LTDA,CIF
45623882000180,LILA LEMOS,LILA LEMOS REPRESENTACOES LTDA,NAO_CONSIDERAR
18902047000106,COPEMI,BELPORTO COSMETICOS LTDA,CIF
47183281000129,MC REPRESENT,MC REPRESENTACAO,NAO_CONSIDERAR
23806587000126,SHIMA REPRES,SHIMA REPRESENTACOES LTDA,NAO_CONSIDERAR
45289573000115,2ZN REPRESEN,2ZN REPRESENTACOES DE PRODUTOS ALIMENTIC,NAO_CONSIDERAR
19039861000101,D MELO COMER,D MELO COMERCIO E REPRESENTACAO LTDA,NAO_CONSIDERAR
32145879000156,FT CONSULTIN,FT DISTRIBUIDORA E REPRESENTACAO LTDA,CIF
34480288000160,V2FARMA,QUBIT MARKETPLACE DISTRIB E COM LTDA,CIF
34480288000241,V2FARMA MG,QUBIT MARKETPLACE DISTRIB E COM LTDA,CIF
66438011000166,DISTRIMED,DIST CENTRO OESTE DE MEDICAMENTOS LTDA,CIF
06057223051752,SENDAS MG 6,SENDAS DISTRIBUIDORA S A,CIF
06057223051329,SENDAS MG 7,SENDAS DISTRIBUIDORA S A,CIF
44463156002713,SERVIMED RJ,SERVIMED COMERCIAL LTDA,CIF
37752864000250,NOVUS,V N FERNANDES SOLUÇÕES DE ECOMMERCE,CIF
43015537000219,PROFARMA RJ2,PROFARMA DISTR DE PROD HIGIE E BELEZA LTDA,CIF
49698723003110,MCASSAB.COM,M.CASSAB COMERCIO E INDUSTRIA LTDA,NAO_CONSIDERAR
06057223053615,SENDAS RJ 3,SENDAS DISTRIBUIDORA S/A,CIF
06057223051400,SENDAS RJ 4,SENDAS DISTRIBUIDORA S/A,CIF
21571888000192,STAR BRASIL,STAR BRASIL DISTRIBUIDORA DE PRODUTOS LTDA,CIF
61585865288660,RAIA MT,RAIA DROGASIL S/A,CIF
35298827000370,RIOGRANDENSE,RIOGRANDENSE DISTRIBUIDORA LTDA,CIF
62321138000220,GRECO & GUER,GRECO & GUERREIRO LTDA,NAO_CONSIDERAR
45453214004068,PROFARMA PE2,PROFARMA DISTR. DE PROD. FARMACEUTICOS SA,CIF
66438011000328,DISTRIMED 2,DIST CENTRO OESTE DE MEDICAMENTOS LTDA,CIF
70089974000179,CADAN,COMERCIAL VITA NORTE LTDA,CIF
70089974000330,CADAN FILIAL,COMERCIAL VITA NORTE LTDA,CIF
38221229000129,VITALY RJ,VITALY DISTR. PROD. HOSP. ALIM. E COSMETICOS LTDA,CIF
37953982000146,B2BX,B2BX REPRESENTACAO LTDA,NAO_CONSIDERAR
14197457000142,ECOBRAZ,ASSOCIACAO AUXILIO A RECICLAGEM DE ELETRONICOS E INCLUSAO DIGITAL - ECOBRAZ,NAO_CONSIDERAR
02831172001104,KOCH FILIAL,KOCH HIPERMERCADO S/A,CIF
15072873000187,M. R. CARDOS,M. R. CARDOSO OLIVEIRA E CIA LTDA,NAO_CONSIDERAR
34580109000167,CH&F MULTI,CH&F MULTI REPRESENTACOES LTDA,NAO_CONSIDERAR
30986545000180,ARTHELO REPR,ARTHELO REPRESENTACOES LTDA,NAO_CONSIDERAR
11914445000101,DIO MARKETIN,DIO BERKANA MARKETING COMUNICACAO VIAGENS E CONGRESSOS LTDA,CIF
45143101000150,ELDORADO ES,ELDORADO DISTRIBUICAO DE BENS DE CONSUMO E DE HIGIENE PESSOAL LTDA.,CIF
35590976000146,CAROLINA SAM,CAROLINA SAMPAIO GOES MANHAES DE ALMEIDA LTDA.,NAO_CONSIDERAR
42235326000148,AROLE COMERC,AROLE COMERCIO E REPRESENTACOES LTDA,NAO_CONSIDERAR
01206820003112,PANPHARMA PI,PANPHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,FOB
04240370001986,NOVA ERA 2,MERCANTIL NOVA ERA LTDA,CIF
35298827000450,RIOGRAND PB,RIOGRANDENSE DISTRIBUIDORA LTDA,CIF
10970887015045,FEDEX - CE,FEDEX BRASIL LOGISTICA E TRANSPORTE LTDA,NAO_CONSIDERAR
03753945000415,ANDRADE SE,ANDRADE DISTRIBUIDOR LTDA,CIF
01206820003031,PANPHARMA OD,PANPHARMA DIST. DE MEDICAMENTOS LTDA,FOB
14741172000120,ZAMBONI RJ,MIX CERTO DISTRIBUIDORA DE COSMETICOS ALIMENTOS E LIMPEZA LTDA,CIF
42023451000194,LA PLAGE BEA,LA PLAGE BEACH TENNIS & SPORTS LTDA,NAO_CONSIDERAR
06698001000219,MB 5 ES,MB5 - COMERCIO IMPORTACAO E EXPORTACAO LTDA,CIF
42996278000100,TRACK&FIELD,SKALIL COMERCIO DE ROUPAS E ACESSORIOS ESPORTIVOS LTDA,NAO_CONSIDERAR
06057223027703,SENDAS SP 3,SENDAS DISTRIBUIDORA S/A,CIF
38036306000170,AR3 GESTAO,AR3 GESTAO E SERVICOS LTDA,NAO_CONSIDERAR
03520924000107,INVICTA MA,INVICTA PRODUTOS FARMACEUTICOS LTDA,CIF
07216054000642,J SLEIMAN CE,J SLEIMAN S.A. COMERCIO DE PRODUTOS DE HIGIENE E ALIMENTOS,CIF
34831119000128,REIS REPRESE,REIS REPRESENTACAO COMERCIAL LTDA,NAO_CONSIDERAR
83483230000186,SELBETTI TEC,SELBETTI TECNOLOGIA S.A,NAO_CONSIDERAR
45027395000154,DAKI SP,DAKI CD BARUERI LTDA.,CIF
43977505000113,DAKI MG,DAKI BELO HORIZONTE LTDA,CIF
44072235000164,DAKI RJ,DAKI CD VASCO DA GAMA LTDA,CIF
09256138000120,SOTON FARMA,SOTON FARMA LTDA,CIF
06057223055154,SENDAS MG 8,SENDAS DISTRIBUIDORA S/A,CIF
06103531000196,TATICA MKT,TATICA - MARKETING ESPORTIVO LTDA,NAO_CONSIDERAR
46054219000840,SOLFARMA,SOLFARMA COMERCIO DE PRODUTOS FARMACEUTICOS S.A.,CIF
11137051080783,BOTICARIO PR,BOTICARIO PRODUTOS DE BELEZA LTDA,CIF
17745613007163,BAHAMAS MG,SUPERMERCADO BAHAMAS S/A,CIF
22959521000103,CH REPRESENT,CH REPRESENTACOES E ASSESSORIA LTDA,NAO_CONSIDERAR
20139426000138,OLIVEIRA LEA,OLIVEIRA & LEAO REPRESENTACOES COMERCIAIS LTDA,NAO_CONSIDERAR
44768755000106,OLIVEIRA TRE,OLIVEIRA E TRENTO ASSESSORIA E REPRESENTACAO LTDA,NAO_CONSIDERAR
50533947000136,IMPERIO SALV,E S MAIA SALVADOS,CIF
21448508000127,TFSPORTS,TFSPORTS EVENTOS ESPORTIVOS LTDA.,NAO_CONSIDERAR
34931544000199,TENNIS EXPER,JM-CCM-RR COMERCIO E SERVICOS - LTDA,NAO_CONSIDERAR
61585865288406,RAIA PA,RAIA S/A,CIF
23698102000128,SL SERVICOS,SL SERVICOS E ORGANIZACAO DE EVENTOS LTDA,NAO_CONSIDERAR
01157555000104,TENDA SP,TENDA ATACADO SA,CIF
01157555001186,TENDA SP 2,TENDA ATACADO SA,CIF
61940292007069,STA CRUZ RJ2,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
23637077001063,V2FARMA GO,P. SEVERINI NETTO COMERCIAL LTDA,CIF
30843329000185,IMPACTO,IMPACTO EVENTOS E PROMOCOES LTDA,NAO_CONSIDERAR
84487131000801,MAPEMI RO,MAPEMI - BRASIL MATERIAIS MEDICOS E ODONTOLOGICOS LTDA,CIF
00462691001974,UPS III,UPS DO BRASIL REMESSAS EXPRESSAS LTDA,NAO_CONSIDERAR
08450457000100,EPOCA MG,EPOCA COMERCIO E DISTRIBUICAO DE PRODUTOS ALIMENTICIOS E INDUSTRIALIZADOS LTDA,CIF
03007331002438,EBAZAR SP,EBAZAR.COM.BR. LTDA,CIF
34480288000403,V2FARMA SP,QUBIT MARKETPLACE DISTRIBUIDORA E COMERCIO LTDA,CIF
72381189001435,DELL SP,DELL COMPUTADORES DO BRASIL LTDA,NAO_CONSIDERAR
28525600000516,MODENA PA,DROGARIA MODENA LTDA,CIF
27311109000104,SOORETAMA,SOORETAMA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,CIF
61940292007220,STA CRUZ ES2,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
01206820003465,PANPHARMAES2,PANPHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,FOB
27875805000135,YVA PACK,YVA PACK INDUSTRIA E COMERCIO LTDA,NAO_CONSIDERAR
84487131000720,MAPEMI RO 2,MAPEMI - BRASIL MATERIAIS MEDICOS E ODONTOLOGICOS LTDA,CIF
08623909000108,TRADE LOG,"TRADE WAY TRANSPORTES, SERVICOS, DISTRIBUICAO E COMERCIO LTDA",NAO_CONSIDERAR
02029746000315,BELLA PLUS 2,INDUSTRIAL E COMERCIAL BELLA PLUS LTDA,NAO_CONSIDERAR
01206820003201,PANPHARMACE2,SC DISTRIBUICAO LTDA,FOB
01206820003546,PANPHARMAMG2,PANPHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,FOB
61940292007301,STA CRUZ MG2,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
09384473000104,DECONSULT,DECONSULT MARKETING LTDA,NAO_CONSIDERAR
42150391005059,BRASKEM,BRASKEM S.A,NAO_CONSIDERAR
47234681000116,ADT MKT,ADT COMUNICACAO E MARKETING LTDA,NAO_CONSIDERAR
15135338001019,T.GLOBO IMP,T. GLOBO IMPORTACAO E EXPORTACAO LTDA,NAO_CONSIDERAR
82873068000816,GAM DIST. DF,GENESIO A MENDES & CIA LTDA,CIF
61940292006925,STA CRUZ ODE,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
45453214004149,PROFARMA MT,PROFARMA DISTR DE PROD FARMACÊUTICOS S/A,CIF
11137051080945,BLZ WEB CAJA,BOTICARIO PRODUTOS DE BELEZA LTDA,CIF
06057223055740,SENDAS MT 6,SENDAS DISTRIBUIDORA S A,CIF
33971496000280,MVERDE DISTR,MASTER VERDE DISTRIB E COM DE PROD LTDA,CIF
02543945001408,ULTRAFARMA 2,ULTRAFARMA SAUDE LTDA,CIF
41196974000170,CSA,CSA REPRESENTACOES LTDA,NAO_CONSIDERAR
46054219000174,SOLFARMA SP,SOLFARMA COMERCIO DE PRODUTOS FARMACEUTICOS S.A.,CIF
60628369000337,RECORD NEWS,RADIO E TELEVISAO RECORD S.A,NAO_CONSIDERAR
43214055001693,MARTINS PB,MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S/A,FOB
01206820003384,PANPHARMASP2,PANPHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,FOB
33892715000155,A2 INOVATION,A2 INOVATION REPRESENTACAO COMERCIAL SERVICOS E EVENTOS LTDA,NAO_CONSIDERAR
36321523000187,LD Cargo Sol,LD Cargo Soluções Logísticas,NAO_CONSIDERAR
30161098000120,BARCELOS,BARCELOS PUB LTDA,NAO_CONSIDERAR
15436940001410,AMAZON RJ,AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,CIF
15436940001509,AMAZON PE 2,AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,CIF
54505052000300,MINALBA SP,MINALBA ALIMENTOS E BEBIDAS LTDA,CIF
54505052000904,MINALBA SP 2,MINALBA ALIMENTOS E BEBIDAS LTDA,NAO_CONSIDERAR
06057223049189,SENDAS PE 2,SENDAS DISTRIBUIDORA S/A,CIF
06057223043229,SENDAS PB 3,SENDAS DISTRIBUIDORA S/A,CIF
06057223040980,SENDAS PE 3,SENDAS DISTRIBUIDORA S/A,CIF
06057223048700,SENDAS PB 4,SENDAS DISTRIBUIDORA S/A,CIF
06057223028181,SENDAS PE 4,SENDAS DISTRIBUIDORA S/A,CIF
06057223028505,SENDAS PE 5,SENDAS DISTRIBUIDORA S/A,CIF
06057223030160,SENDAS PE 6,SENDAS DISTRIBUIDORA S/A,CIF
06057223042761,SENDAS PE 7,SENDAS DISTRIBUIDORA S/A,CIF
06057223053453,SENDAS PB 5,SENDAS DISTRIBUIDORA S/A,CIF
06057223051914,SENDAS AL 3,SENDAS DISTRIBUIDORA S/A,CIF
06057223052058,SENDAS AL 5,SENDAS DISTRIBUIDORA S/A,CIF
06057223049502,SENDAS RN 1,SENDAS DISTRIBUIDORA S/A,CIF
06057223037768,SENDAS PE 8,SENDAS DISTRIBUIDORA S/A,CIF
06057223038810,SENDAS PE 9,SENDAS DISTRIBUIDORA S/A,CIF
06057223028939,SENDAS PE 10,SENDAS DISTRIBUIDORA S/A,CIF
11064350000138,C M DISTRIB,CEM COMERCIO E DISTRIBUICAO DE GENEROS ALIMENTICIOS LTDA,CIF
06057223027967,SENDAS PE 11,SENDAS DISTRIBUIDORA S/A,CIF
06057223028009,SENDAS PE 12,SENDAS DISTRIBUIDORA S/A,CIF
06057223053291,SENDAS RN 2,SENDAS DISTRIBUIDORA S/A,CIF
06057223046597,SENDAS PE 13,SENDAS DISTRIBUIDORA S/A,CIF
06057223051590,SENDAS PE 14,SENDAS DISTRIBUIDORA S/A,CIF
06057223033770,SENDAS RN 3,SENDAS DISTRIBUIDORA S/A,CIF
01206820003708,PANPHARMA RS,PANPHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,FOB
34107370000144,GIANINA SP,GIANINA SAO PAULO DISTRIBUIDORA LTDA,CIF
13262385000107,GIANINA SP 2,GIANINA DRACENA DISTRIBUIDORA LTDA.,CIF
24715566000168,GIANINA SP 3,GIANINA RIO CLARO DISTRIBUICAO HIGIENE E PERFUMARIA LTDA,CIF
37639126000110,ARCOZ SP,ARCOZ DISTRIBUIDORA LTDA,CIF
45453214004220,PROFARMA ES2,PROFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS S.A,CIF
61940292007140,STA CRUZ SP2,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
46054219001065,SOLFARMA SP2,SOLFARMA COMERCIO DE PRODUTOS FARMACEUTICOS S.A.,CIF
15436940001681,AMAZON CE,AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,CIF
47739682000112,KDOIS LOCACA,KDOIS LOCACAO E VENDA DE EQUIPAMENTOS LTDA,NAO_CONSIDERAR
07016627000260,MARQUES SASS,MARQUES & SASSO LTDA - TRACK & FIELD,NAO_CONSIDERAR
74522061000155,LC DO BRASIL,LC DO BRASIL TRANSPORTES LTDA,NAO_CONSIDERAR
15436940001762,AMAZON PE 1,AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,CIF
50470604000170,TRACK&FIELDI,ACJ FRANQUIAS LTDA,NAO_CONSIDERAR
50657322000186,BRUCON,BRUCON ARARAQUARA COMERCIO DE ARTIGOS ESPORTIVOS LTDA,NAO_CONSIDERAR
42362164000109,TRACKFIEL MG,JARDIM BELVEDERE COMERCIO VAREJISTA LTDA,NAO_CONSIDERAR
30395737000200,TRACKFIEL PR,TTM COMERCIO DE ARTIGOS ESPORTIVOS LTDA,NAO_CONSIDERAR
52367766000102,TRACKFIEL MA,R G COMERCIO E EMPREENDIMENTOS LTDA,NAO_CONSIDERAR
33661590000152,TRACKFIEL SP,L.C COMERCIO DE VESTUARIOS LTDA,NAO_CONSIDERAR
30518069000172,TRACKFIEL BA,TF SALVADOR COMERCIO DE ARTIGOS ESPORTIVOS LTDA,NAO_CONSIDERAR
15293880000109,TRACKFIEL GO,HORIZONTE COMERCIO DE ARTIGOS ESPORTIVOS LTDA.,NAO_CONSIDERAR
26437272000147,TRACKFIELGO2,LUZ COMERCIO DE ARTIGOS ESPORTIVOS LTDA,NAO_CONSIDERAR
03262073000573,RCR REPRESEN,RCR REPRESENTAÇÕES E SERVIÇOS LTDA 2,NAO_CONSIDERAR
16577013000168,TRACKFIEL PE,GYM SUD PRODUTOS ESPORTIVOS E MODA PRAIA LTDA,NAO_CONSIDERAR
27582670000110,TRACKFIELSP2,INTERTAQUARAL SPORTS ARTIGOS ESPORTIVOS LTDA,NAO_CONSIDERAR
23713939000107,AZ MARIAS,CINTIA MARIA FAUSTINO FELIX 11412702771,NAO_CONSIDERAR
46549783000168,SELFIE SERV,SELFIE SERVICE PRODUCOES LTDA,NAO_CONSIDERAR
24445585000111,BIABETICA,BIABETICA SAUDE E COMUNICACAO LTDA,NAO_CONSIDERAR
15727497000111,BITE PRODUC,BITE PRODUCOES ARTISTICAS LTDA,NAO_CONSIDERAR
42544795000149,FOSCACHES,FOSCACHES REPRESENTACAO COMERCIAL LTDA,NAO_CONSIDERAR
23048790000261,4 ELOS ES,4 ELOS DISTRIBUIDORA LTDA,CIF
02251194000123,AMA TRABALHO,AMA TRABALHO TEMPORARIO LTDA,NAO_CONSIDERAR
61585865342460,RAIA GO,RAIA DROGASIL S/A,CIF
15436940001843,AMAZON SP 4,AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,CIF
01206820003899,PANPHARMAMG3,SC DISTRIBUIÇÃO LTDA,FOB
27280857000169,FIRMO CAVALC,FIRMO CAVALCANTI LTDA,NAO_CONSIDERAR
23048790000180,4 ELOS RJ,4 ELOS DISTRIBUIDORA LTDA,NAO_CONSIDERAR
83648477000105,GIASSI SC,GIASSI & CIA LTDA,CIF
82956160000173,MUNDIALMIX,MUNDIALMIX COMERCIO DE ALIMENTOS LTDA,CIF
82956160004322,MUNDIALMIX 2,MUNDIALMIX COMERCIO DE ALIMENTOS LTDA,CIF
82956160005809,MUNDIALMIX 3,MUNDIALMIX COMERCIO DE ALIMENTOS LTDA,CIF
00048785004674,INDAIA BA,INDAIA BRASIL AGUAS MINERAIS LTDA,CIF
00048785003279,INDAIA PB,INDAIA BRASIL AGUAS MINERAIS LTDA,CIF
00048785001810,INDAIA PE,INDAIA BRASIL AGUAS MINERAIS LTDA,CIF
00048785002892,INDAIA CE,INDAIA BRASIL AGUAS MINERAIS LTDA,CIF
60698771000126,INOVALAB MG,INOVALAB DO BRASIL LTDA,NAO_CONSIDERAR
07224991002340,NAZARIA AL,NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA,CIF
54505052000220,MINALBA SP 3,MINALBA ALIMENTOS E BEBIDAS LTDA,CIF
07224991001107,NAZARIA AL 2,NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA,CIF
65897910001306,TAUSTE SP,TAUSTE SUPERMERCADOS LTDA,CIF
01206820004518,SC DIST MT,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
01206820004437,SC DIST MS,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
